PLUIDM|PLUIGR|DESKRIPSI|SALDO_AWAL|BPB_QTY|BPBR_QTY|MPP_QTY|ADJP_QTY|DSPB_QTY|MPN_QTY|ADJM_QTY|SALDO_AKHIR
10000451|0005200|"CLOSE UP PASTA GIGI GEL GREEN MENTHOL FRESH TUB 65g"|-1920|0|5|0|0|444|0|0|-2359
10037208|0005210|"CLOSE UP PASTA GIGI DEEP ACTION (33329) MENTHOL FRESH TUB 110g"|-4285|96|18|0|0|108|0|0|-4279
10003569|0012010|"CLOSE UP PASTA GIGI GEL GREEN EVER FRESH TUB 160g"|-5917|1920|1|0|0|304|0|0|-4300
10000621|0026040|"SANGOBION OBAT TAMBAH DARAH (10'S)  STR "|0|0|0|0|0|6|0|0|-6
10004048|0036630|"PEPSODENT PASTA GIGI WHITE  TUB 75g"|-6420|0|0|0|0|1474|0|0|-7894
10004714|0039020|"PEPSODENT PASTA GIGI WHITE  TUB 120g"|-3676|0|0|0|0|508|0|0|-4184
10004715|0039030|"PEPSODENT PASTA GIGI WHITE  TUB 190g"|-1953|0|0|0|0|288|0|0|-2241
10004610|0047840|"SOS PEMBERSIH LANTAI REFILL APPLE PCH 750mL"|684|408|1|0|0|75|0|0|1018
10004034|0049860|"VIXAL PEMBERSIH KERAMIK PORS BIRU BTL 780/750mL"|-1476|0|0|0|0|132|0|0|-1608
10003359|0065910|"WIPOL PEMBERSIH LANTAI CLASSIC PINE BTL 800/750mL"|-724|0|0|0|0|14|0|0|-738
10000305|0110500|"BANGO KECAP MANIS (66269)  BTL 275mL"|211|0|0|0|0|107|0|0|104
10004032|0148180|"VIXAL PEMBERSIH PORSELIN (41404) GREEN BTL 780/750mL"|-427|108|0|0|0|84|0|0|-403
10014263|0232980|"WIPOL KARBOL WANGI CEMARA PCH 780/750mL"|-870|0|0|0|0|54|0|0|-924
10005820|0277080|"ROYCO BUMBU KALDU (18023) AYAM PCK 100g"|406|0|0|0|0|330|0|0|76
10005821|0277090|"ROYCO BUMBU KALDU (18025) DAGING SAPI PCK 100g"|-1284|0|0|0|0|173|0|0|-1457
10006263|0294620|"HEMAVITON ENERGI DRINK  BTL 150mL"|666|650|0|0|0|955|0|0|361
10007971|0337730|"BUAVITA JUICE SLIM (82317) ORANGE TPK 250mL"|561|408|0|0|0|318|0|0|651
10007973|0337740|"BUAVITA JUICE SLIM (82313) MANGGA TPK 250mL"|-155|672|0|0|0|563|0|0|-46
10007970|0337750|"BUAVITA JUICE SLIM (82314) JAMBU TPK 250mL"|-7128|0|0|0|0|504|0|0|-7632
10007974|0337770|"BUAVITA JUICE SLIM (82207) LYCHEE TPK 250mL"|2093|504|0|0|0|332|0|0|2265
10007972|0337780|"BUAVITA JUICE SLIM (82312) APPLE TPK 250mL"|343|336|0|0|0|254|0|0|425
10008819|0345050|"BANGO KECAP MANIS REFILL 10050/10034  PCH 550/520mL"|-21228|0|0|0|0|396|0|0|-21624
10010220|0359460|"SARIWANGI TEH CELUP ASLI BOX 50X1.9g"|1481|0|0|0|0|68|0|0|1413
10010480|0362830|"SUPER PELL PEMBERSIH LANTAI REF FRESH APPLE PCH 780/770mL"|-80|144|0|0|0|97|0|0|-33
10014260|0362840|"SUPER PELL PEMBERSIH LANTAI REF LEMON GINGER PCH 780/770mL"|-685|168|0|0|0|57|0|0|-574
10011850|0375070|"HEAD &SHOULDERS SHAMPOO A/D MENTHOL DINGIN BTL 160mL"|1052|960|3|0|0|976|0|0|1039
10011852|0375150|"HEAD &SHOULDERS SHAMPOO A/D CLN&BLNCE/ BERSH&HRM BTL 160mL"|414|336|0|0|0|38|0|0|712
10013212|0417890|"GILLETTE RAZOR DAISY PLUS FOR WOMEN 2'S  PCK "|614|0|0|0|0|211|0|0|403
10017154|0493200|"BANGO KECAP MANIS REFILL (24205)  PCH 220/210mL"|1251|0|1|0|0|156|0|0|1096
20002944|0501030|"PEPSODENT PASTA GIGI HERBAL  TUB 190g"|-102|0|7|0|0|68|0|0|-163
10019725|0548240|"REJOICE SHAMPOO RICH BTL 160/150mL"|-74|0|0|0|0|442|0|0|-516
10020784|0604670|"BANGO KECAP MANIS (10012)  BTL 135mL"|2753|0|0|0|0|326|0|0|2427
10025410|0734320|"PEPSODENT PASTA GIGI ACTION 123 + WHITENING TUB 75g"|-1603|432|0|0|0|129|0|0|-1300
10025411|0734330|"PEPSODENT PASTA GIGI ACTION 123 + WHITENING TUB 190g"|-522|0|0|0|0|74|0|0|-596
10026612|0749760|"PEPSODENT SIKAT GIGI DOUBLE CARE SENSITIVE SNGLE PCS "|-1226|0|0|0|0|142|0|0|-1368
10031396|0795110|"ROYCO SUP KRIM (19143) AYAM PCK 58g"|-1828|0|0|0|0|18|0|0|-1846
10004612|0814950|"SOS PEMBERSIH LANTAI REFILL ORANGE PCH 800/750mL"|-731|372|1|0|0|24|0|0|-382
10005482|0820490|"SUNLIGHT PENCUCI PIRING NEW REF LIME PCH 755/700mL"|-864|0|0|0|0|0|0|0|-864
10035326|0876290|"HEMAVITON VITAMIN FOR STAMINA PLUS 5'S  STR "|185|0|0|0|0|38|0|0|147
20001645|1008800|"WIPOL KARBOL WANGI LEMON PCH 780/750mL"|-786|0|0|0|0|14|0|0|-800
20005584|1038560|"ZWITSAL BABY SABUN MANDI CAIR NATURAL HAIR & BODY PCH 450mL"|-443|0|0|0|0|44|0|0|-487
20007072|1048540|"SARIWANGI TEH CELUP HIJAU (19344) ASLI BOX 25X1.85g"|-173|0|0|0|0|89|0|0|-262
10000144|1075980|"VICKS OBAT BATUK FORMULA 44 DEWASA  BTL 54mL"|-55|144|0|0|0|98|0|0|-9
20010379|1076080|"LIFEBUOY SHAMPOO ANTI DANDRUFF BTL 70mL"|-1380|96|0|0|0|148|0|0|-1432
20010381|1076100|"LIFEBUOY SHAMPOO ANTI DANDRUFF BTL 170mL"|-1479|432|0|0|0|262|0|0|-1309
20010383|1076120|"LIFEBUOY SHAMPOO ANTI DANDRUFF BTL 340mL"|-429|0|0|0|0|24|0|0|-453
10020195|1077290|"VICKS VAPORUB OBAT GOSOK  POT 50g"|-65|72|0|0|0|21|0|0|-14
20010999|1080820|"LIFEBUOY SABUN MANDI CAIR RED BTL 100mL"|-302|0|0|0|0|40|0|0|-342
20011000|1080830|"LIFEBUOY SABUN MANDI CAIR WHITE BTL 100mL"|-986|288|0|0|0|181|0|0|-879
20011003|1080860|"LIFEBUOY SABUN MANDI CAIR REFILL RED PCH 250mL"|213|72|0|0|0|48|0|0|237
20011004|1080870|"LIFEBUOY SABUN MANDI CAIR REFILL BLUE PCH 250mL"|-11|96|0|0|0|24|0|0|61
20011006|1080890|"LIFEBUOY SABUN MANDI CAIR REFILL WHITE PCH 250mL"|128|24|0|0|0|36|0|0|116
20011007|1080900|"LIFEBUOY SABUN MANDI CAIR REFILL WHITE MILD CARE PCH 450/400mL"|542|264|0|0|0|272|0|0|534
20011008|1080910|"LIFEBUOY SABUN MANDI CAIR REF. TOTAL10 RED PCH 450/400mL"|-3727|0|19|0|0|214|0|0|-3922
10009007|1095740|"GILLETTE CARTRIDGE VECTOR GANDA 2'S  PCK "|-49|384|0|0|0|148|0|0|187
20013047|1097180|"VASELINE BODY LOTION ALOE FRESH  BTL 200mL"|299|54|0|0|0|70|0|0|283
20015304|1112720|"LIFEBUOY SHAMPOO HAIR FALL BTL 170mL"|-775|0|3|0|0|133|0|0|-905
20007302|1115910|"MARINA BODY LOTION UV WHITE HEALTHY & GLOW BTL 185mL"|-7|480|2|0|0|210|0|0|265
10000318|1122970|"GILLETTE RAZOR GOAL II YELLOW SINGLE  PCS "|-2020|1464|0|0|0|520|0|0|-1076
20017141|1123650|"PEPSODENT PASTA GIGI CENTER FRESH  TUB 160g"|-9|144|0|0|0|129|0|0|6
20019253|1140610|"PEPSODENT SIKAT GIGI DOUBLE CARE CLEAN SINGLE PCS "|-139|0|0|0|0|150|0|0|-289
20038986|1143220|"PANTENE SHAMPOO PRO-V (NEW I) LONG BLACK BTL 135/130mL"|-1172|0|0|0|0|407|0|0|-1579
20038770|1143230|"PANTENE SHAMPOO PRO-V (NEW I) SILKY SMOOTH CARE BTL 135/130mL"|-125|0|0|0|0|0|0|0|-125
20038763|1143250|"PANTENE SHAMPOO PRO-V (NEW I) ANTI DANDRUFF BTL 135/130mL"|-61|0|0|0|0|644|0|0|-705
20038766|1143260|"PANTENE SHAMPOO PRO-V (NEW I) HAIR FALL CNTRL BTL 135/130mL"|-170|0|0|0|0|712|0|0|-882
20038778|1143270|"PANTENE SHAMPOO PRO-V (NEW I) TOTAL DMG CARE BTL 135/130mL"|-796|0|0|0|0|0|0|0|-796
20038758|1143300|"PANTENE CONDITIONER PRO-V (NEW I) HAIR FALL CNTRL BTL 135/130mL"|-84|0|0|0|0|67|0|0|-151
20038764|1143330|"PANTENE SHAMPOO PRO-V (NEW I) ANTI DANDRUFF BTL 290mL"|-805|0|0|0|0|184|0|0|-989
20038767|1143350|"PANTENE SHAMPOO PRO-V (NEW I) HAIR FALL CNTRL BTL 290mL"|-859|0|0|0|0|128|0|0|-987
20035626|1144140|"BEBELOVE 1 SUSU BUBUK INFANT FORMULA  BOX 400g"|984|0|0|0|0|0|0|0|984
20035627|1144150|"BEBELOVE 2 SUSU FORMULA LANJUTAN  BOX 400g"|3816|384|0|0|0|0|0|0|4200
20035629|1144160|"BEBELAC 3 SUSU PERTUMBUHAN FOS & GOS VANILA BOX 400g"|696|312|0|0|0|0|0|0|1008
20035631|1144170|"BEBELAC 3 SUSU PERTUMBUHAN FOS & GOS MADU BOX 400g"|1824|504|0|0|0|0|0|0|2328
20035633|1144180|"BEBELAC 4 SUSU PERTUMBUHAN FOS & GOS VANILLA BOX 400g"|696|0|0|0|0|0|0|0|696
20035635|1144190|"BEBELAC 4 SUSU PERTUMBUHAN FOS & GOS MADU BOX 400g"|2328|120|0|0|0|0|0|0|2448
20036031|1144200|"BEBELOVE 1 SUSU BUBUK INFANT FORMULA  KLG 800g"|2400|0|0|0|0|0|0|0|2400
20035628|1144210|"BEBELOVE 2 SUSU FORMULA LANJUTAN  KLG 800g"|2664|384|0|0|0|0|0|0|3048
20035630|1144220|"BEBELAC 3 SUSU PERTUMBUHAN FOS & GOS VANILA KLG 800g"|1776|252|0|0|0|0|0|0|2028
20035632|1144230|"BEBELAC 3 SUSU PERTUMBUHAN FOS & GOS MADU KLG 800g"|2460|264|0|0|0|0|0|0|2724
20035636|1144240|"BEBELAC 4 SUSU PERTUMBUHAN FOS & GOS MADU KLG 800g"|480|0|0|0|0|0|0|0|480
20035634|1144250|"BEBELAC 4 SUSU PERTUMBUHAN FOS & GOS VANILLA KLG 800g"|672|0|0|0|0|0|0|0|672
20035686|1144320|"PEPSODENT PASTA GIGI SENSITIVE EXPERT ORIGINAL TUB 100g"|-711|144|1|0|0|64|0|0|-630
20036081|1144650|"PEPSODENT SIKAT GIGI DOUBLE CARE CLEAN MP3 PCK "|-33|168|0|0|0|109|0|0|26
20036082|1144660|"PEPSODENT SIKAT GIGI DOUBLE CARE SENSITIVE MP3 PCK SOFT"|562|192|0|0|0|116|0|0|638
20029646|1153770|"CLOSE UP PASTA GIGI ICY WHITE TUB 160g"|122|0|0|0|0|53|0|0|69
20038957|1154050|"GLOW & LOVELY MULTIVITAMIN CREAM (95399)  TUB 50/46g"|-937|0|0|0|0|34|0|0|-971
20038958|1154060|"GLOW & LOVELY MULTIVITAMIN CREAM (95385)  TUB 25/23g"|-468|240|0|0|0|92|0|0|-320
20009870|1155660|"ZWITSAL BABY SHAMPOO NATURAL BTL 100mL"|124|72|0|0|0|67|0|0|129
20009869|1155680|"ZWITSAL BABY HAIR LOTION NATURAL AVKS BTL 100mL"|-312|0|0|0|0|84|0|0|-396
10033236|1155710|"ZWITSAL BABY SABUN MANDI CAIR NATURAL HAIR & BODY BTL 200mL"|-547|72|0|0|0|56|0|0|-531
20034034|1161250|"VASELINE BODY LOTION HEALTHY BRIGHT UV EXTRA BRIGHT BTL 400mL"|70|84|0|0|0|79|0|0|75
20046953|1164140|"PEPSODENT PASTA GIGI SENSITIVE EXPERT FRESH TUB 100g"|-467|0|0|0|0|37|0|0|-504
20014993|1165140|"GILLETTE RAZOR BLUE II PLUS SINGLE  PCS "|-246|2016|0|0|0|636|0|0|1134
20034266|1165650|"CITRA PELEMBAB WAJAH HAZELINE PEARLY WHITE UV CREAM POT 40g"|-146|0|0|0|0|42|0|0|-188
20023627|1170650|"REJOICE SHAMPOO RICH BTL 340mL"|7|216|0|0|0|142|0|0|81
20020977|1171710|"VASELINE BODY LOTION HEALTHY BRIGHT UV EXTRA BRIGHT BTL 100mL"|-44|288|0|0|0|114|0|0|130
20021816|1173610|"VASELINE BODY LOTION HEALTHY BRIGHT UV EXTRA BRIGHT BTL 200mL"|-1036|0|0|0|0|40|0|0|-1076
20022403|1175240|"RINSO DETERJEN POWDER ANTI NODA CLASSIC BAG 800/770g"|120|0|0|0|0|0|0|0|120
20040702|1178730|"PEPSODENT PASTA GIGI FRESH COOL MINT  TUB 190g"|-998|0|0|0|0|0|0|0|-998
20043039|1178850|"BEBELAC 3 SUSU PERTUMBUHAN FOS & GOS MADU BOX 200g"|1344|0|0|0|0|0|0|0|1344
20029355|1179030|"ZWITSAL BABY HAIR LOTION NATURAL ALOEV,KMRI&SLDR BTL 200mL"|38|72|0|0|0|40|0|0|70
20034842|1184750|"VICKS VAPORUB OBAT GOSOK  POT 25g"|-1999|0|0|0|0|23|0|0|-2022
20045528|1195690|"BEBELOVE 2 SUSU FORMULA LANJUTAN  BOX 200g"|2784|48|0|0|0|0|0|0|2832
10031463|1196740|"MY BABY BABY POWDER SWEET FLORAL BTL 150g"|-1240|0|0|0|0|28|0|0|-1268
20028001|1198650|"LIFEBUOY SHAMPOO STRONG & SHINY BTL 170mL"|-300|36|0|0|0|272|0|0|-536
20028002|1198660|"LIFEBUOY SHAMPOO STRONG & SHINY BTL 340mL"|-391|0|0|0|0|12|0|0|-403
20014608|1201310|"NEO HORMOVITON PASAK BUMI  BTL 150mL"|-533|650|0|0|0|438|0|0|-321
20035549|1201510|"HEMAVITON HEALTH DRINK VITAMIN C1000 ORANGE BOX 5x4g"|-292|0|225|0|0|0|0|0|-67
20039608|1203680|"MARINA HAND BODY LOTION UV WHITE HEALTHY & GLOW BTL 460mL"|-40|84|6|0|0|249|0|0|-199
20022698|1210290|"RINSO DETERJEN POWDER ANTI NODA CLASSIC BAG 1.8kg"|432|78|0|0|0|24|0|0|486
20027095|1213760|"MY BABY MINYAK TELON PLUS  BTL 57/60mL"|-734|0|0|0|0|1842|0|0|-2576
20020226|1214970|"MOLTO PEWANGI PAKAIAN FLOWER SHOWER PINK PCH 820/780mL"|-1963|432|0|0|0|532|0|0|-2063
20020245|1215150|"MOLTO PEWANGI PAKAIAN FLORAL BLISS BLUE PCH 820/780mL"|-5747|48|0|0|0|210|0|0|-5909
20047217|1216970|"PEPSODENT PASTA GIGI WHITE  TUB 225g"|2984|2016|0|0|0|560|0|0|4440
20036430|1219400|"LIFEBUOY SABUN MANDI CAIR PUMP RED BTL 500mL"|-11|60|0|0|0|46|0|0|3
20036431|1219410|"LIFEBUOY SABUN MANDI CAIR PUMP WHITE BTL 500mL"|86|24|0|0|0|60|0|0|50
20036467|1219640|"DOWNY SOFTENER ANTI BAU PCH 680/650mL"|-374|144|0|0|0|72|0|0|-302
20040529|1220490|"ROYCO BUMBU KOMPLIT NASI GORENG PCK 17g"|0|0|0|0|0|0|0|0|0
20040530|1220500|"ROYCO BUMBU KOMPLIT AYAM GORENG PCK 22g"|0|0|0|0|0|0|0|0|0
20024517|1228430|"AXE BODY SPRAY DEODORANT DARK TEMPTATION KLG 150/135mL"|-907|0|0|0|0|22|0|0|-929
20040217|1230960|"LIFEBUOY SABUN MANDI CAIR REFILL BLUE COOL FRESH PCH 450/400mL"|-1038|144|0|0|0|204|0|0|-1098
20046056|1232480|"MY BABY MINYAK TELON PLUS  BTL 145/150mL"|-1867|0|0|0|0|122|0|0|-1989
20040690|1238640|"VASELINE BODY LOTION HEALTHY WHITE PERFECT 10 BTL 200mL"|-149|72|0|0|0|65|0|0|-142
10027167|1243450|"DOVE DEODORANT ROLL ON COMPLETE CR/ ORIGINAL BTL 40mL"|-253|0|0|0|0|57|0|0|-310
20021736|1248760|"GILLETTE RAZOR GOAL II YELLOW 2'S  PCK "|-626|840|0|0|0|228|0|0|-14
20023011|1249660|"HEAD &SHOULDERS SHAMPOO A/D MENTHOL DINGIN BTL 300mL"|-536|0|0|0|0|24|0|0|-560
20052465|1259540|"VASELINE MEN PEMBERSIH WAJAH HEALTHY WHITE TUB 100g"|-633|0|0|0|0|57|0|0|-690
20009872|1260040|"ZWITSAL BABY SABUN MANDI CAIR NATURAL MILK HONEY BTL 200mL"|82|72|0|0|0|27|0|0|127
20053103|1261320|"REJOICE SHAMPOO ANTIDANDRUFF 3 IN 1  BTL 340mL"|-8|168|0|0|0|104|0|0|56
20053209|1262410|"PANTENE CONDITIONER PRO-V(NEW) TOTAL DMG CARE BTL 135/130mL"|-152|0|0|0|0|0|0|0|-152
20091430|1266100|"CLEAR SHAMPOO ANTI KETOMBE COMP. SOFT CARE BTL 300mL"|-206|18|0|0|0|8|0|0|-196
20091432|1266120|"CLEAR SHAMPOO ANTI DANDRUFF ICE COOL MNTHOL BTL 300mL"|-393|90|0|0|0|9|0|0|-312
20091437|1266170|"CLEAR SHAMPOO ANTI DANDRUFF ICE COOL MNTHOL BTL 80mL"|-129|192|0|0|0|110|0|0|-47
20091440|1266200|"CLEAR SHAMPOO ANTI DANDRUFF ICE COOL MNTHOL BTL 160mL"|-869|0|0|0|0|17|0|0|-886
20091441|1266210|"CLEAR SHAMPOO ANTI DANDRUFF COMP. SOFT CARE BTL 160mL"|-233|0|0|0|0|48|0|0|-281
20091347|1266430|"TRESEMME SHAMPOO KERATIN SMOOTH (NEW)  BTL 170mL"|-1050|0|0|0|0|60|0|0|-1110
20091348|1266460|"TRESEMME SHAMPOO HAIR FALL CONTROL(NEW)  BTL 170mL"|-257|0|0|0|0|33|0|0|-290
20091349|1266470|"TRESEMME SHAMPOO SCALP CARE (NEW)  BTL 170mL"|-588|0|0|0|0|57|0|0|-645
20091575|1267360|"REXONA DEODORANT ROLL ON WOMEN GLOWING WHITE BTL 40mL"|-1972|0|0|0|0|66|0|0|-2038
20048965|1268300|"DOVE ROLL ON DEODORANT REPAIR / ULTIMATE WHITE BTL 40mL"|25|24|0|0|0|81|0|0|-32
20031999|1268600|"VASELINE BODY LOTION HEALTHY WHITE SPF 24 BTL 100mL"|-439|144|0|0|0|76|0|0|-371
20066629|1272160|"HEMAVITON HEALTH DRINK C1000 + COLLAGEN ORANGE BTL 150mL"|-1225|0|170|0|0|22|0|0|-1077
20073986|1273910|"SARIWANGI TEH CELUP MELATI (97762)  BOX 25x1.9g"|536|192|0|0|0|280|0|0|448
20030118|1277090|"REJOICE SHAMPOO 3 IN 1  BTL 160/150mL"|-71|0|0|0|0|517|0|0|-588
20037986|1277750|"ORAL B SIKAT GIGI MICRO-THIN CLEAN EXTRA SOFT 40 PCS "|515|768|0|0|0|140|0|0|1143
20070110|1280570|"VIDORAN XMART1+ SUSU PERTUMBUHAN MADU BOX 725g"|27|144|1|0|0|200|0|0|-28
20080360|1281900|"DOWNY SOFTENER MYSTIQUE PCH 680/650mL"|-1683|336|0|0|0|185|0|0|-1532
20080361|1281910|"DOWNY SOFTENER PASSION PCH 680/650mL"|-927|568|0|0|0|218|0|0|-577
20033003|1282160|"REJOICE CONDITIONER RICH TUB 160/150mL"|-260|0|0|0|0|55|0|0|-315
20045413|1285170|"SUNLIGHT PENCUCI PIRING REF LIME PCH 1.6/1.5L"|-13|0|0|0|0|79|0|0|-92
20013133|1285910|"ZWITSAL BABY SABUN MANDI BATANG NATURAL RICH HN BAR 70g"|-58|432|0|0|0|140|0|0|234
20038765|1287800|"PANTENE SHAMPOO PRO-V (NEW I) ANTI DANDRUFF BTL 70mL"|-816|0|1|0|0|140|0|0|-955
20042961|1288360|"PEPSODENT PASTA GIGI SENSITIVE EXPERT WHITENING TUB 100g"|-721|108|1|0|0|39|0|0|-651
20023111|1289580|"SOS KARBOL WANGI ANTIBACTERIAL REF CLASSIC PINE PCH 800/750mL"|-165|0|0|0|0|199|0|0|-364
20079628|1294420|"PONDS MEN PEMBERSIH WAJAH WHITE BOOST TUB 50mL"|-414|0|0|0|0|89|0|0|-503
20091174|1295830|"PEPSODENT PASTA GIGI KIDS ORANGE TUB 50g"|-259|0|0|0|0|0|0|0|-259
20091175|1295850|"PEPSODENT PASTA GIGI KIDS STRAWBERRY TUB 50g"|-324|360|1|0|0|106|0|0|-69
20091707|1297120|"TRESEMME KONDISIONER KERATIN SMOOTH NEW  BTL 170mL"|-156|54|0|0|0|72|0|0|-174
20091715|1297130|"RINSO DETERJEN POWDER + MOLTO ROYAL GOLD BAG 800/770g"|96|0|0|0|0|0|0|0|96
20091273|1299490|"PONDS PEMBERSIH WAJAH INSTABRIGHT TONE UP TUB 100g"|24|0|0|0|0|0|0|0|24
20091409|1299900|"CITRA SABUN MANDI PENCERAH KULIT PEARL BAR 70g"|885|1152|2|0|0|272|0|0|1767
20091410|1299910|"CLEAR SHAMPOO ANTI DANDRUFF SPR FRESH APPLE BTL 160mL"|-341|36|0|0|0|56|0|0|-361
20091428|1299960|"CLEAR MEN SHAMPOO ANTI DANDRUFF COOL SPORT MENT BTL 160mL"|-233|0|0|0|0|31|0|0|-264
10031470|1312330|"MY BABY BABY POWDER SWEET FLORAL BTL 250g"|-190|72|0|0|0|47|0|0|-165
